Column1.1,Column1.2,Column1.3,Column1.4,Column1.5,Column1.6,Column1.7,Column1.8,Column1.9,Column1.10,Column1.11,Column1.12,Column1.13,Column1.14,Column1.15,Column1.16,Column1.17,Column1.18,Column1.19,Column1.20,Column1.21,Column1.22,Column1.23,Column1.24,Column1.25,Column1.26,Column1.27,Column1.28,Column1.29,Column1.30,Column1.31,Column1.32,Column1.33,Column1.34,Column1.35,Column1.36,Column1.37,Column1.38,Column1.39,Column1.40,Column1.41,Column1.42,Column1.43,Column1.44,Column1.45,Column1.46,Column1.47,Column1.48
CHEMBL611958,,None,390.49,0,1.68,46,O=C1NCC2c3c(cccc31)CCN2C(=O)CN1CCN(c2ccccc2)CC1,IC50,'=',11.0,nM,7.96,,,UO_0000065,20.38,0.37,6.28,14.24,0,CHEMBL1074647,Inhibition of human PARP1 by scintillation proximity assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1153250,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,,"11.0,,,,,,,,,,,,,,,"
CHEMBL107764,,None,450.52,0,1.78,18,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(-c2cccnc2)cc1,IC50,'=',12.0,nM,7.92,,,UO_0000065,17.58,0.34,6.14,6.95,0,CHEMBL762476,Inhibitory activity against human recombinant PARP-1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134951,1,Scientific Literature,Bioorg Med Chem Lett,2002,None,,,,"12.0,,,,,,,,,,,,,,,"
CHEMBL3933931,,None,438.53,0,1.87,BDBM191147,COc1ccc(C(=O)C2CCN(CC(=O)NCc3nc4c(c(=O)[nH]3)CCCC4)CC2)cc1,IC50,'=',1080.0,nM,5.97,,342017,UO_0000065,13.61,0.25,4.10,5.72,0,CHEMBL3887524,"Biochemical Assay: The autoparsylation activity of the TNKS 1/2 or PARP1/2 enzymes was measured by the liquid chromatography-mass spectrometry (LC/MS) detection of nicotinamide as readout. Compound activity in inhibiting the TNKS and PARP autoparsylation was evaluated by IC50 measurements. In the compound screening assays, the reaction is composed of 5 μL of compound in 8-point serial dilutions with concentrations ranging from 0.0086 to 18.75 μM, 20 nM of purified enzyme, and 250 μM of β-NAD+ in the 1× Assay Buffer. After 60 min incubation at room temperature, the reactions were quenched by the addition of 10 μL of 5× quenching solution (20% formic acid and 500 nM [d]-nicotinamide in water). For the background control wells, 10 μL of the 5× quenching solution per well was added prior to the addition of β-NAD+.",,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3983088,,None,492.50,0,2.17,BDBM191176,O=C(c1ccc(F)cc1)C1CCN(CC(=O)N(Cc2nc3c(c(=O)[nH]2)COCC3)CC(F)F)CC1,IC50,'>',19000.0,nM,,,342050,UO_0000065,,,,,0,CHEMBL3887524,"Biochemical Assay: The autoparsylation activity of the TNKS 1/2 or PARP1/2 enzymes was measured by the liquid chromatography-mass spectrometry (LC/MS) detection of nicotinamide as readout. Compound activity in inhibiting the TNKS and PARP autoparsylation was evaluated by IC50 measurements. In the compound screening assays, the reaction is composed of 5 μL of compound in 8-point serial dilutions with concentrations ranging from 0.0086 to 18.75 μM, 20 nM of purified enzyme, and 250 μM of β-NAD+ in the 1× Assay Buffer. After 60 min incubation at room temperature, the reactions were quenched by the addition of 10 μL of 5× quenching solution (20% formic acid and 500 nM [d]-nicotinamide in water). For the background control wells, 10 μL of the 5× quenching solution per well was added prior to the addition of β-NAD+.",,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4870960,,None,467.50,0,3.97,II-2,Cc1ccc2nc3n(c2c1)CCN(C(=O)c1cc(Cc2n[nH]c(=O)c4ccccc24)ccc1F)C3,IC50,'=',0.47,nM,9.33,,,UO_0000065,19.95,0.36,5.36,11.12,0,CHEMBL4823042,Inhibition of PARP1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4819147,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,INHIBITOR,,"0.47,,,,,,,,,,,,,,,"
CHEMBL432211,,None,405.45,0,1.96,11,O=C(CCn1c2c(c(=O)[nH]c1=O)CCCC2)NCC(=O)c1ccc2ccccc2c1,IC50,'=',25.0,nM,7.60,,,UO_0000065,18.75,0.35,5.64,7.52,0,CHEMBL762476,Inhibitory activity against human recombinant PARP-1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134951,1,Scientific Literature,Bioorg Med Chem Lett,2002,None,,,,"25.0,,,,,,,,,,,,,,,"
CHEMBL4847220,,None,538.46,3,5.13,9b,O=c1cc(-c2cccc(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)c(O)c5)oc34)c2)oc2cc(O)cc(O)c12,IC50,'=',642.4,nM,6.19,,,UO_0000065,11.50,0.21,1.06,3.41,0,CHEMBL4843990,Inhibition of recombinant human full-length PARP-1 using biotinylated substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4842357,1,Scientific Literature,J Med Chem,2021,None,,INHIBITOR,,"642.4,,,,,,,,,,,,,,,"
CHEMBL4862496,,None,462.48,0,4.04,17g,O=c1cc(-c2ccc(O)cc2)oc2c(CN3CCN(c4ccc(F)cc4)CC3)c(O)cc(O)c12,IC50,'=',51.4,nM,7.29,,,UO_0000065,15.76,0.29,3.25,7.49,0,CHEMBL4843990,Inhibition of recombinant human full-length PARP-1 using biotinylated substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4842357,1,Scientific Literature,J Med Chem,2021,None,,INHIBITOR,,"51.4,,,,,,,,,,,,,,,"
CHEMBL4853039,,None,462.46,0,3.13,14n,O=C(c1ccco1)N1CCN(Cc2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)CC1,IC50,'=',13.7,nM,7.86,,,UO_0000065,17.00,0.32,4.73,6.16,0,CHEMBL4843990,Inhibition of recombinant human full-length PARP-1 using biotinylated substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4842357,1,Scientific Literature,J Med Chem,2021,None,,INHIBITOR,,"13.7,,,,,,,,,,,,,,,"
CHEMBL3414759,,None,248.24,0,0.67,"7, ME0482",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2323225,,None,468.49,0,3.73,40,O=C1CC2c3c(cccc3N1)CCN2C(=O)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,IC50,'=',387000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL2330729,Inhibition of human recombinant PARP1 after 1 hr by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL2321760,1,Scientific Literature,J Med Chem,2013,None,,,,"387.0,,,,,,,,,,,,,,,"
CHEMBL496937,,None,265.32,0,2.42,22,Cn1nc(-c2ccccc2)c2c3c(c(=O)[nH]c21)CCC3,IC50,'=',106.0,nM,6.97,,,UO_0000065,26.29,0.48,4.55,13.76,0,CHEMBL952237,Inhibition of PARP1 in human HeLa cells by fluid scintillation counting using [adenylated-32P]NAD as substrate,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1141680,1,Scientific Literature,Bioorg Med Chem Lett,2008,CHEMBL3308376,,,,"106.0,,,,,,,,,,,,,,,"
CHEMBL562909,,None,303.37,0,3.80,11,CCCc1ccc(-c2cc3[nH]c(=O)c4ccccc4n3n2)cc1,IC50,'>',1000.0,nM,,,,UO_0000065,,,,,0,CHEMBL1056264,Inhibition of PARP1 by scintillation proximity assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1152388,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,,,"1.0,,,,,,,,,,,,,,,"
CHEMBL551854,,None,325.37,0,0.95,37,CN1CCCN(C(=O)c2cc3[nH]c(=O)c4ccccc4n3n2)CC1,IC50,'=',10.0,nM,8.00,,,UO_0000065,24.59,0.46,7.05,10.85,0,CHEMBL1056264,Inhibition of PARP1 by scintillation proximity assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1152388,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,,,"0.01,,,,,,,,,,,,,,,"
CHEMBL540740,,None,345.28,0,3.74,19,O=c1[nH]c2cc(-c3ccc(OC(F)(F)F)cc3)nn2c2ccccc12,IC50,'>',1000.0,nM,,,,UO_0000065,,,,,0,CHEMBL1056264,Inhibition of PARP1 by scintillation proximity assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1152388,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,,,"1.0,,,,,,,,,,,,,,,"
CHEMBL1098299,,None,320.40,0,2.59,17,NC(=O)c1cccc2cn(-c3ccc(C4CCNCC4)cc3)nc12,IC50,'=',9.0,nM,8.05,,,UO_0000065,25.11,0.46,5.46,11.03,0,CHEMBL1115415,Inhibition of human PARP1 by SPA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1157008,1,Scientific Literature,J Med Chem,2009,None,,,,"9.0,,,,,,,,,,,,,,,"
CHEMBL1094631,,None,336.40,0,1.96,40,NC(=O)c1cccc2cn(-c3ccc(CN4CCOCC4)cc3)nc12,IC50,'=',17.0,nM,7.77,,,UO_0000065,23.10,0.42,5.81,10.59,0,CHEMBL1115415,Inhibition of human PARP1 by SPA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1157008,1,Scientific Literature,J Med Chem,2009,None,,,,"17.0,,,,,,,,,,,,,,,"
CHEMBL1094952,,None,271.71,0,2.78,10,NC(=O)c1cccc2cn(-c3ccccc3Cl)nc12,IC50,'=',100.0,nM,7.00,,,UO_0000065,25.76,0.50,4.22,11.49,0,CHEMBL1115415,Inhibition of human PARP1 by SPA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1157008,1,Scientific Literature,J Med Chem,2009,None,,,,"100.0,,,,,,,,,,,,,,,"
CHEMBL592487,,None,549.62,1,2.91,36,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C(=O)[C@@]4(Cc5ccc(F)cc5)CCCN4)CC3)c2)n[nH]c(=O)c1C,IC50,'=',4.2,nM,8.38,,,UO_0000065,15.24,0.29,5.47,8.51,0,CHEMBL1069057,Inhibition of PARP1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1158507,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,,"4.2,,,,,,,,,,,,,,,"
CHEMBL593201,,None,376.48,0,3.62,35,Cc1c(CC(=O)N2CCc3cccc4c3C2CNC4=O)sc2ccccc12,IC50,'=',13.0,nM,7.89,,,UO_0000065,20.95,0.40,4.27,15.96,0,CHEMBL1074647,Inhibition of human PARP1 by scintillation proximity assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1153250,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,,"13.0,,,,,,,,,,,,,,,"
CHEMBL3644594,,None,331.38,0,2.44,BDBM139665,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCc3ccccc3C1)N2,IC50,'=',21.0,nM,7.68,,274046,UO_0000065,23.17,0.42,5.24,10.46,0,CHEMBL3887103,"Enzyme Assay: A convenient method to determine IC50 of a PARP inhibitor compound is a PARP assay using purified recombinant human PARP from Trevigan (Gaithersburg, Md.), as follows: The PARP enzyme assay is set up on ice in a volume of 100 microliters consisting of 100 mM Tris-HCl (pH 8.0), 1 mM MgCl2, 28 mM KCl, 28 mM NaCl, 3.0 μg/ml of DNase I-activated herring sperm DNA (Sigma, Mo.), 30 micromolar [3H]nicotinamide adenine dinucleotide (62.5 mci/mmole), 15 micrograms/ml PARP enzyme, and various concentrations of the compounds to be tested. The reaction is initiated by adding enzyme and incubating the mixture at 25° C. After 2 minutes of incubation, the reaction is terminated by adding 500 microliters of ice cold 30% (w/v) trichloroacetic acid. The precipitate formed is transferred onto a glass fiber filter (Packard Unifilter-GF/C) and washed three times with 70% ethanol. After the filter is dried, the radioactivity is determined by scintillation counting.",,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3964994,,None,484.58,0,1.53,BDBM185828,COc1ccc(C(=O)C2CCN([C@@H]3CCN(CC(=O)Nc4nnc5n4CCS5)C3=O)CC2)cc1,IC50,'>',19000.0,nM,,,335242,UO_0000065,,,,,0,CHEMBL3887381,"Biochemical Assay: The autoparsylation activity of the TNKS 1/2 or PARP1/2 enzymes was measured by the liquid chromatography-mass spectrometry (LC/MS) detection of nicotinamide as readout. Compound activity in inhibiting the TNKS and PARP autoparsylation was evaluated by IC50 measurements. In the compound screening assays, the reaction is composed of 5 uL of compound in 8-point serial dilutions with concentrations ranging from 0.0086 to 18.75 uM, 20 nM of purified enzyme, and 250 uM of p-NAD+ in the 1x Assay Buffer. After 60 min incubation at room temperature, the reactions were quenched by the addition of 10 uL of 5x quenching solution (20% formic acid and 500 nM [d]-nicotinamide in water). For the background control wells, 10 uL of the 5x quenching solution per well was added prior to the addition of p-NAD+. The % Inhibition was calculated as: (Control-Sample)/(Control-Background)*100. 'Control' is the average value of 8 wells without compound",,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL604293,,None,384.46,0,2.08,11,Cc1c(Cc2ccc(F)c(C(=O)N3CCC4(CCN4)CC3)c2)n[nH]c(=O)c1C,IC50,'=',4.6,nM,8.34,,,UO_0000065,21.69,0.41,6.26,10.68,0,CHEMBL1069057,Inhibition of PARP1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1158507,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,,"4.6,,,,,,,,,,,,,,,"
CHEMBL3649711,,None,272.35,0,2.70,BDBM130088,CCCN1CCCc2c1c1cc(OC)ccc1[nH]c2=O,IC50,'>',4000.0,nM,,,261859,UO_0000065,,,,,0,CHEMBL3887071,"Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find, Exp. Clin. Pharmacol.,27, 617-622, 2005].Histone was coated on 384-well plate, which is a small volume PS plate (784101) of Greiner Bio-One, and left at 25 C. for 2 hours. After that, the plate was rinsed four times with PBS (7.5 mM Na2HPO4, 2.5 mM NaH2PO4, 145 mM NaCl, pH 7.4), and in order to prevent non-specific reaction, the Strep-diluent (provided from kit of Trevigen) was added and left at 25 C. for one hour. After one hour, the plate was again rinsed with PBS four times, and the compounds of the Examples in various concentrations were put into reactant containing PARP-1 enzyme (0.12 unit/well), 2x PARP cocktail.",,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3653088,,None,273.34,0,1.74,BDBM130194,CCOc1cc(CN)cc2[nH]c(=O)c3c(c12)NCCC3,IC50,'=',100.0,nM,7.00,,261965,UO_0000065,25.61,0.48,5.26,8.73,0,CHEMBL3887071,"Enzyme Inhibitory Assay: The activity of the compounds according to the present invention to inhibit the PARP-1 enzyme was examined using a PARP Assay kit (4671-096-K) purchased from Trevigen. The assay was performed following a modified previously reported method by Lee et al [Methods Find, Exp. Clin. Pharmacol.,27, 617-622, 2005].Histone was coated on 384-well plate, which is a small volume PS plate (784101) of Greiner Bio-One, and left at 25 C. for 2 hours. After that, the plate was rinsed four times with PBS (7.5 mM Na2HPO4, 2.5 mM NaH2PO4, 145 mM NaCl, pH 7.4), and in order to prevent non-specific reaction, the Strep-diluent (provided from kit of Trevigen) was added and left at 25 C. for one hour. After one hour, the plate was again rinsed with PBS four times, and the compounds of the Examples in various concentrations were put into reactant containing PARP-1 enzyme (0.12 unit/well), 2x PARP cocktail.",,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL605575,,None,457.55,0,1.74,13,Cc1c(Cc2ccc(F)c(C(=O)N3CCN(C(=O)C(C)(C)N(C)C)CC3)c2)n[nH]c(=O)c1C,IC50,'=',1.8,nM,8.74,,,UO_0000065,19.11,0.36,7.00,9.76,0,CHEMBL1069057,Inhibition of PARP1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1158507,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,,"1.8,,,,,,,,,,,,,,,"
CHEMBL446240,,None,160.18,0,1.11,1,Nc1cccc2c(=O)[nH]ccc12,IC50,'=',1000.0,nM,6.00,,,UO_0000065,37.46,0.68,4.89,10.19,0,CHEMBL1767525,Inhibition of full length human PARP-1 after 10 mins by FlashPlate scintillation proximity assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1765088,1,Scientific Literature,J Med Chem,2011,None,,,,"1.0,,,,,,,,,,,,,,,"
CHEMBL520924,,None,389.46,0,1.83,41,CN1CCN(C(=O)c2cccc(-c3nc4cccc5c4n3CCNC5=O)c2)CC1,IC50,'=',161.0,nM,6.79,,,UO_0000065,17.44,0.32,4.96,9.64,0,CHEMBL993111,Inhibition of human recombinant PARP1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1143348,1,Scientific Literature,J Med Chem,2009,None,,,,"161.0,,,,,,,,,,,,,,,"
CHEMBL4167790,,None,429.48,1,5.77,11a,NC(=O)c1cccc2[nH]c(-c3ccc(Nc4c5ccccc5nc5ccccc45)cc3)nc12,IC50,'=',90.0,nM,7.05,,,UO_0000065,16.41,0.29,1.28,7.29,0,CHEMBL4132367,Inhibition of PARP1 (unknown origin) assessed as reduction in biotinylated poly(ADP-ribose) incorporation on to histone protein by ELISA based colorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL4130375,1,Scientific Literature,Eur J Med Chem,2017,None,,,,"0.09,,,,,,,,,,,,,,,"
CHEMBL108137,,None,451.51,0,1.17,21,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc(-c2cncnc2)cc1,IC50,'=',25.0,nM,7.60,,,UO_0000065,16.84,0.32,6.43,5.99,0,CHEMBL762476,Inhibitory activity against human recombinant PARP-1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134951,1,Scientific Literature,Bioorg Med Chem Lett,2002,None,,,,"25.0,,,,,,,,,,,,,,,"
CHEMBL419020,,None,526.54,1,0.59,28,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)N1CCN(c2ncccc2C(F)(F)F)CC1,IC50,'=',40.0,nM,7.40,,,UO_0000065,14.05,0.28,6.81,6.14,0,CHEMBL762476,Inhibitory activity against human recombinant PARP-1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134951,1,Scientific Literature,Bioorg Med Chem Lett,2002,None,,,,"40.0,,,,,,,,,,,,,,,"
CHEMBL550053,,None,354.45,0,1.45,11,CN1CCC(C(=O)NCCc2c[nH]c3ccc4c(c23)CCNC4=O)CC1,IC50,'=',60.0,nM,7.22,,,UO_0000065,20.37,0.38,5.77,9.35,0,CHEMBL1060805,Inhibition of PARP1 in human HeLa cells by microplate scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1153049,1,Scientific Literature,Bioorg Med Chem Lett,2009,CHEMBL3308376,,,,"60.0,,,,,,,,,,,,,,,"
CHEMBL558845,,None,341.42,0,0.61,21,O=C1NCCc2c1ccc1[nH]cc(CCNC(=O)N3CCNCC3)c21,IC50,'=',25.0,nM,7.60,,,UO_0000065,22.27,0.42,6.99,8.52,0,CHEMBL1060805,Inhibition of PARP1 in human HeLa cells by microplate scintillation counting,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1153049,1,Scientific Literature,Bioorg Med Chem Lett,2009,CHEMBL3308376,,,,"25.0,,,,,,,,,,,,,,,"
CHEMBL195966,,None,380.38,0,1.87,34,CN1CC(=O)N(c2cc(Cc3nnc(O)c4ccccc34)ccc2F)C(=O)C1,IC50,'=',9.5,nM,8.02,,,UO_0000065,21.09,0.39,6.15,9.26,0,CHEMBL829484,Inhibitory concentration against human poly (ADP-ribose) polymerase 1 (PARP-1),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1141921,1,Scientific Literature,Bioorg Med Chem Lett,2005,None,,,,"9.5,,,,,,,,,,,,,,,"
CHEMBL195464,,None,347.30,0,3.43,16,O=C(Nc1cccc(Cc2nnc(O)c3ccccc23)c1)C(F)(F)F,IC50,'=',13.0,nM,7.89,,,UO_0000065,22.71,0.43,4.46,10.50,0,CHEMBL829484,Inhibitory concentration against human poly (ADP-ribose) polymerase 1 (PARP-1),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1141921,1,Scientific Literature,Bioorg Med Chem Lett,2005,None,,,,"13.0,,,,,,,,,,,,,,,"
CHEMBL399725,,None,345.45,0,3.65,4,O=c1[nH]c(CCCN2CC=C(c3ccccc3)CC2)nc2ccccc12,IC50,'=',16.0,nM,7.80,,,UO_0000065,22.57,0.41,4.15,15.91,0,CHEMBL833529,In vitro inhibitory concentration against human recombinant Poly (ADP-ribose) polymerase 1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137205,1,Scientific Literature,J Med Chem,2004,None,,,,"16.0,,,,,,,,,,,,,,,"
CHEMBL251029,,None,379.89,0,4.30,8,O=c1[nH]c(CCCN2CC=C(c3ccccc3)CC2)nc2c(Cl)cccc12,IC50,'=',26.0,nM,7.58,,,UO_0000065,19.97,0.38,3.29,15.48,0,CHEMBL833529,In vitro inhibitory concentration against human recombinant Poly (ADP-ribose) polymerase 1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1137205,1,Scientific Literature,J Med Chem,2004,None,,,,"26.0,,,,,,,,,,,,,,,"
CHEMBL195758,,None,369.53,0,3.21,10d,O=C1NC(CCCN2CC=C(c3ccccc3)CC2)=NC2CCSCC12,IC50,'=',8.9,nM,8.05,,,UO_0000065,21.79,0.42,4.84,18.01,0,CHEMBL881278,In vitro inhibitory concentration against Poly(ADP-ribose) polymerase 1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1141047,1,Scientific Literature,Bioorg Med Chem Lett,2005,None,,,,"8.9,,,,,,,,,,,,,,,"
CHEMBL321638,,None,479.56,0,2.39,17,COc1ccc(-c2ccc(C(=O)CNC(=O)CCn3c4c(c(=O)[nH]c3=O)CSCC4)cc2)cc1,IC50,'=',15.0,nM,7.82,,,UO_0000065,16.31,0.31,5.43,7.10,0,CHEMBL762476,Inhibitory activity against human recombinant PARP-1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134951,1,Scientific Literature,Bioorg Med Chem Lett,2002,None,,,,"15.0,,,,,,,,,,,,,,,"
CHEMBL108339,,None,487.58,0,0.19,25,COc1ccc(N2CCN(C(=O)CNC(=O)CCn3c4c(c(=O)[nH]c3=O)CSCC4)CC2)cc1,IC50,'=',25.0,nM,7.60,,,UO_0000065,15.59,0.31,7.41,6.51,0,CHEMBL762476,Inhibitory activity against human recombinant PARP-1,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134951,1,Scientific Literature,Bioorg Med Chem Lett,2002,None,,,,"25.0,,,,,,,,,,,,,,,"
CHEMBL5182785,,None,392.48,0,3.18,Y31,NC1CCN(Cc2ccc(-c3[nH]c4cc(F)cc5c4c3CCNC5=O)cc2)CC1,IC50,'=',0.41,nM,9.39,,,UO_0000065,23.92,0.44,6.21,12.66,0,CHEMBL5132146,Inhibition of human PARP1 using NAD+ as substrate incubated for 1 hr by ELISA,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL5131383,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 1.0 hr,INHIBITOR,,"0.41,,,,,,,,,,,,,,,"
CHEMBL5175573,,None,368.39,0,2.18,1-8-2,NC(=O)c1cccc2cn(-c3ccc(OCCCCC(=O)NO)cc3)nc12,IC50,'=',102.0,nM,6.99,,,UO_0000065,18.98,0.35,4.81,5.85,0,CHEMBL5116320,Inhibition of PARP-1 derived from human HeLa cell nucleus,B,BAO_0000220,subcellular format,Homo sapiens,None,None,HeLa,Nucleus,,,,CHEMBL3105,Poly [ADP-ribose] polymerase-1,Homo sapiens,SINGLE PROTEIN,CHEMBL5113426,1,Scientific Literature,Bioorg Med Chem Lett,2022,None,,INHIBITOR,,"102.0,,,,,,,,,,,,,,,"
